,Loan_ID,Loan_Status,Married,Property_Area,Self_Employed,ApplicantIncome,CoapplicantIncome,Credit_History,Dependents,Education,Gender,LoanAmount,Loan_Amount_Term,ApplicantIncome_log,CoapplicantIncome_log,LoanAmount_log,TotalIncome,TotalIncome_log,Loan_Ratio,Family_Size,Income_Per_Capita,Loan_Per_Month,Loan_PM_TotInc,Loan_PM_TotInc_log,LoanAmount_Per_Capita,LoanAmount_Per_Capita_log,Loan_PM_PCapita,Loan_PM_PCapita_log
10,LP001024,1,1,2,0,3200,700.0,1.0,2,0,1,70.0,360.0,8.070906088787819,6.551080335043404,4.248495242049359,3900.0,8.268731832117737,0.017948717948717947,4,975.0,0.19444444444444445,4.985754985754986e-05,-9.906340621518535,0.07179487179487179,4.273813050033649,2.7083333333333335,0.9963334395476915
11,LP001027,1,1,2,0,2500,1840.0,1.0,2,0,1,109.0,360.0,7.824046010856292,7.517520850603031,4.6913478822291435,4340.0,8.375629627094451,0.02511520737327189,4,1085.0,0.30277777777777776,6.976446492575525e-05,-9.570385776315463,0.10046082949308756,4.609767895236721,3.013888888888889,1.1032312345244042
12,LP001028,1,1,2,0,3073,8106.0,1.0,2,0,1,200.0,360.0,8.030409562130485,9.000359807188254,5.298317366548036,11179.0,9.321792297270326,0.01789068789694964,4,2794.75,0.5555555555555556,4.969635526930455e-05,-9.909578962172445,0.07156275158779855,4.270574709379739,7.763194444444444,2.0493939047002794
13,LP001029,0,0,0,0,1853,2840.0,1.0,0,0,1,114.0,360.0,7.52456122628536,7.951559331155252,4.736198448394496,4693.0,8.453827315794417,0.024291497975708502,2,2346.5,0.31666666666666665,6.747638326585695e-05,-9.603732898850078,0.048582995951417005,3.88327359214216,6.518055555555555,1.8745761037843165
14,LP001030,1,1,2,0,1299,1086.0,1.0,2,0,1,17.0,120.0,7.1693500166706,6.990256500493881,2.833213344056216,2385.0,7.776954403322442,0.007127882599580713,4,596.25,0.14166666666666666,5.9399021663172604e-05,-9.731232802048272,0.02851153039832285,3.350308580835802,4.96875,1.603168299420505
15,LP001032,1,0,2,0,4950,0.0,1.0,0,0,1,125.0,360.0,8.507142855562735,0.0,4.8283137373023015,4950.0,8.507142855562735,0.025252525252525252,1,4950.0,0.3472222222222222,7.01459034792368e-05,-9.56493314971059,0.025252525252525252,3.228926160721702,13.75,2.6210388241125804
16,LP001034,1,0,2,0,3596,0.0,0.835920177383592,1,1,1,100.0,240.0,8.18757739559151,0.0,4.605170185988092,3596.0,8.18757739559151,0.027808676307007785,2,1798.0,0.4166666666666667,0.00011586948461253245,-9.063046132945411,0.05561735261401557,4.018495249938663,7.491666666666667,2.013791291689574
17,LP001036,0,0,2,0,3510,0.0,0.0,0,0,0,76.0,360.0,8.163371316459912,0.0,4.330733340286331,3510.0,8.163371316459912,0.021652421652421653,1,3510.0,0.2111111111111111,6.0145615701171255e-05,-9.718742007623737,0.021652421652421653,3.0751173028085566,9.75,2.277267285009756
18,LP001038,0,1,0,0,4887,0.0,1.0,0,1,1,133.0,360.0,8.494333897270154,0.0,4.890349128221754,4887.0,8.494333897270154,0.027215060364231634,2,2443.5,0.36944444444444446,7.559738990064343e-05,-9.490088800498556,0.05443012072846327,3.996917690493681,6.7875000000000005,1.915082685260054
19,LP001041,1,1,2,0,2600,3500.0,1.0,0,0,1,115.0,342.2018730489074,7.8632667240095735,8.160518247477505,4.74493212836325,6100.0,8.716044050161402,0.018852459016393444,2,3050.0,0.33605894373221107,5.50916301200346e-05,-9.80651275679155,0.03770491803278689,3.6297905377439297,8.912867638115163,2.1874960346080594
20,LP001043,0,1,2,0,7660,0.0,0.0,0,1,1,104.0,360.0,8.943767262734637,0.0,4.6443908991413725,7660.0,8.943767262734637,0.013577023498694517,2,3830.0,0.28888888888888886,3.771395416304032e-05,-10.18548039504342,0.027154046997389034,3.301526095948818,10.638888888888888,2.3645160507245357
21,LP001046,1,1,2,0,5955,5625.0,1.0,1,0,1,315.0,360.0,8.691986481789401,8.63497622707262,5.752572638825633,11580.0,9.357034751126987,0.027202072538860103,3,3860.0,0.875,7.556131260794473e-05,-9.49056614375151,0.08160621761658031,4.401905455348894,10.722222222222223,2.372318431008721
22,LP001047,0,1,1,0,2600,1911.0,0.0,0,1,1,116.0,360.0,7.8632667240095735,7.555381944240273,4.7535901911063645,4511.0,8.414274137408396,0.025714919086677012,2,2255.5,0.32222222222222224,7.143033079632504e-05,-9.546787977752187,0.051429838173354024,3.940218513240051,6.265277777777778,1.835022925398295
23,LP001050,0,1,0,0,3365,1917.0,0.0,2,1,1,112.0,360.0,8.121183242078828,7.558516743045645,4.718498871295094,5282.0,8.572060092857077,0.021204089360090876,4,1320.5,0.3111111111111111,5.8900248222474654e-05,-9.739665253012138,0.0848163574403635,4.440488418540045,3.668055555555555,1.2996617002870312
24,LP001052,0,1,1,0,3717,2925.0,0.835920177383592,1,0,1,151.0,360.0,8.220672170297252,7.981049759665957,5.017279836814924,6642.0,8.801168401936692,0.02273411623005119,3,2214.0,0.41944444444444445,6.31503228612533e-05,-9.669992596571923,0.06820234869015357,4.2224790025284795,6.15,1.8164520818184267
25,LP001066,1,1,1,1,9560,0.0,1.0,0,0,1,191.0,360.0,9.165343006045447,0.0,5.25227342804663,9560.0,9.165343006045447,0.01997907949790795,2,4780.0,0.5305555555555556,5.5497443049744306e-05,-9.799173609448973,0.0399581589958159,3.6878328815432653,13.277777777777777,2.586091794035346
26,LP001068,1,1,1,0,2799,2253.0,1.0,0,0,1,122.0,360.0,7.937017489515454,7.720017940432244,4.804021044733257,5052.0,8.527539483470381,0.02414885193982581,2,2526.0,0.3388888888888889,6.708014427729393e-05,-9.609622470187281,0.04829770387965162,3.877384020804957,7.0166666666666675,1.948288271460281
27,LP001073,1,1,2,0,4226,1040.0,1.0,2,1,1,110.0,360.0,8.349011198176003,6.946975992135418,4.700480365792417,5266.0,8.569026340056254,0.020888720091150777,4,1316.5,0.3055555555555556,5.802422247541884e-05,-9.754650005713994,0.08355488036460311,4.425503665838189,3.656944444444445,1.2966279474862086
28,LP001086,0,0,2,0,1442,0.0,1.0,0,1,1,35.0,360.0,7.273786317844895,0.0,3.5553480614894135,1442.0,7.273786317844895,0.024271844660194174,1,1442.0,0.09722222222222222,6.74217907227616e-05,-9.604542287805636,0.024271844660194174,3.189317022626656,4.0055555555555555,1.3876822863947387
29,LP001087,1,0,1,0,3750,2083.0,1.0,2,0,0,120.0,360.0,8.229511118964457,7.641564441260972,4.787491742782046,5833.0,8.671286726753637,0.020572604148808505,4,1458.25,0.3333333333333333,5.714612263557917e-05,-9.769899015421748,0.08229041659523402,4.410254656130436,4.050694444444444,1.3988883341835912
30,LP001091,0,1,2,0,4166,3369.0,0.835920177383592,1,0,1,201.0,360.0,8.334711621820917,8.122371243406553,5.303304908059076,7535.0,8.927314111060596,0.026675514266755143,3,2511.6666666666665,0.5583333333333333,7.409865074098651e-05,-9.510113234451676,0.08002654280026543,4.382358364648726,6.976851851851852,1.9425977909423304
31,LP001095,0,0,2,0,3167,0.0,1.0,0,0,1,74.0,360.0,8.06054004653864,0.0,4.30406509320417,3167.0,8.06054004653864,0.023365961477739186,1,3167.0,0.20555555555555555,6.490544854927551e-05,-9.642578984784626,0.023365961477739186,3.151280325647667,8.79722222222222,2.174436015088484
32,LP001097,0,0,0,1,4692,0.0,1.0,1,0,1,106.0,360.0,8.453614209773367,0.0,4.663439094112067,4692.0,8.453614209773367,0.022591645353793693,2,2346.0,0.29444444444444445,6.27545704272047e-05,-9.676279147111455,0.045183290707587385,3.8107273438807834,6.516666666666667,1.874362997763265
33,LP001098,1,1,1,0,3500,1667.0,1.0,0,0,1,114.0,360.0,8.160518247477505,7.418780882750794,4.736198448394496,5167.0,8.550047528287184,0.022063092703696534,2,2583.5,0.31666666666666665,6.128636862137927e-05,-9.699953111342845,0.04412618540739307,3.787053379649393,7.176388888888889,1.9707963162770836
34,LP001100,0,0,0,0,12500,3000.0,1.0,3,0,1,320.0,360.0,9.433483923290392,8.006367567650246,5.768320995793772,15500.0,9.648595302907339,0.02064516129032258,5,3100.0,0.8888888888888888,5.7347670250896056e-05,-9.76637833856372,0.1032258064516129,4.636918884302672,8.61111111111111,2.153053359023082
35,LP001106,1,1,2,0,2275,2067.0,1.0,0,0,1,126.0,360.0,7.729735331385051,7.633853559681768,4.836281906951478,4342.0,8.376090350438238,0.029018885306310457,2,2171.0,0.35,8.060801473975126e-05,-9.425912474936915,0.058037770612620915,4.061094016055323,6.030555555555555,1.7968391384281361
36,LP001109,0,1,2,0,1828,1330.0,0.0,0,0,1,100.0,342.2018730489074,7.510977752014095,7.1929342212158,4.605170185988092,3158.0,8.057694194815587,0.031665611146295125,2,1579.0,0.29222516846279223,9.253488551703363e-05,-9.287924843820894,0.06333122229259025,4.148378450714587,4.614235410027489,1.5291461792622443
37,LP001112,1,1,1,0,3667,1459.0,1.0,0,0,0,144.0,360.0,8.207129168071326,7.285506548522785,4.969813299576001,5126.0,8.542080906924017,0.02809207959422552,2,2563.0,0.4,7.803355442840422e-05,-9.458371638798171,0.05618415918845104,4.028634852194067,7.1194444444444445,1.9628296949139155
38,LP001114,1,0,2,0,4166,7210.0,1.0,0,0,1,184.0,360.0,8.334711621820917,8.883224230278994,5.214935757608986,11376.0,9.339261152043022,0.01617440225035162,2,5688.0,0.5111111111111111,4.49288951398656e-05,-10.010429425884192,0.03234880450070324,3.476577065108046,15.799999999999997,2.760009940032921
39,LP001116,1,0,1,0,3748,1668.0,1.0,0,1,1,110.0,360.0,8.228977643358313,7.419380582918692,4.700480365792417,5416.0,8.59711281459211,0.02031019202363368,2,2708.0,0.3055555555555556,5.641720006564911e-05,-9.78273648024985,0.04062038404726736,3.7042700107423876,7.522222222222222,2.01786160258201
40,LP001119,0,0,2,0,3600,0.0,1.0,0,0,1,80.0,360.0,8.1886891244442,0.0,4.382026634673881,3600.0,8.1886891244442,0.022222222222222223,1,3600.0,0.2222222222222222,6.17283950617284e-05,-9.692766521220475,0.022222222222222223,3.101092789211817,9.999999999999998,2.3025850929940455
41,LP001120,1,0,2,0,1800,1213.0,1.0,0,0,1,47.0,360.0,7.495541943884256,7.10085190894405,3.8501476017100584,3013.0,8.0106915391303,0.015599070693660804,2,1506.5,0.13055555555555556,4.333075192683557e-05,-10.0466479688704,0.031198141387321607,3.44035852212184,4.184722222222223,1.4314403271202003
42,LP001123,1,1,2,0,2400,0.0,0.835920177383592,0,0,1,75.0,360.0,7.783224016336037,0.0,4.31748811353631,2400.0,7.783224016336037,0.03125,2,1200.0,0.20833333333333334,8.680555555555556e-05,-9.351839934249883,0.0625,4.135166556742356,3.3333333333333335,1.2039728043259361
43,LP001131,1,1,1,0,3941,2336.0,1.0,0,0,1,134.0,360.0,8.279189777195004,7.756195343948118,4.897839799950911,6277.0,8.744647438317532,0.021347777600764697,2,3138.5,0.37222222222222223,5.929938222434638e-05,-9.732911669816776,0.042695555201529393,3.754094821175462,8.718055555555555,2.1653962263074304
44,LP001136,1,1,2,1,4695,0.0,1.0,0,1,1,96.0,342.2018730489074,8.454253391642363,0.0,4.564348191467836,4695.0,8.454253391642363,0.020447284345047924,2,2347.5,0.28053616172428053,5.9752111123382434e-05,-9.725306035167925,0.04089456869009585,3.7109972593675553,6.859985829664047,1.92570537608902
45,LP001137,1,0,2,0,3410,0.0,1.0,0,0,0,88.0,342.2018730489074,8.134467570277563,0.0,4.477336814478207,3410.0,8.134467570277563,0.025806451612903226,1,3410.0,0.2571581482472572,7.541294670007542e-05,-9.492531590792753,0.025806451612903226,3.250624523182781,9.964878244581216,2.299066735284165
46,LP001138,1,1,2,0,5649,0.0,1.0,1,0,1,44.0,360.0,8.639233817325263,0.0,3.784189633918261,5649.0,8.639233817325263,0.007788989201628607,3,1883.0,0.12222222222222222,2.163608111563502e-05,-10.741148214857157,0.02336696760488582,3.1513233842432458,5.230555555555555,1.6545174972069967
47,LP001144,1,1,2,0,5821,0.0,1.0,0,0,1,144.0,360.0,8.669227347271736,0.0,4.969813299576001,5821.0,8.669227347271736,0.02473801752276241,2,2910.5,0.4,6.871671534100671e-05,-9.58551807914589,0.04947603504552482,3.9014884118463473,8.084722222222224,2.089976135261635
48,LP001146,0,1,2,0,2645,3440.0,0.0,0,0,0,120.0,360.0,7.8804263442924,8.143226750367445,4.787491742782046,6085.0,8.713582005421628,0.01972062448644207,2,3042.5,0.3333333333333333,5.477951246233908e-05,-9.812194294089737,0.03944124897288414,3.6748121969025007,8.45138888888889,2.1343307934115265
49,LP001151,1,0,1,0,4000,2275.0,1.0,0,0,0,144.0,360.0,8.294049640102028,7.729735331385051,4.969813299576001,6275.0,8.744328763999984,0.022948207171314742,2,3137.5,0.4,6.374501992031872e-05,-9.66061949587414,0.045896414342629484,3.8263869951180984,8.715277777777779,2.1650775519898837
50,LP001155,1,1,1,0,1928,1644.0,1.0,0,1,0,100.0,360.0,7.564238475170491,7.404887575616125,4.605170185988092,3572.0,8.18088094199639,0.027995520716685332,2,1786.0,0.2777777777777778,7.776533532412593e-05,-9.461814787458454,0.055991041433370664,4.025191703533784,4.961111111111111,1.6016297299862887
51,LP001157,1,0,1,0,3086,0.0,1.0,0,0,0,120.0,360.0,8.034631032923107,0.0,4.787491742782046,3086.0,8.034631032923107,0.03888528839922229,1,3086.0,0.3333333333333333,0.0001080146899978397,-9.133243321591216,0.03888528839922229,3.660615988841077,8.572222222222223,2.1485270014729507
52,LP001164,0,0,1,0,4230,0.0,1.0,0,0,0,112.0,360.0,8.349957272040324,0.0,4.718498871295094,4230.0,8.349957272040324,0.026477541371158392,1,4230.0,0.3111111111111111,7.354872603099553e-05,-9.517562432195385,0.026477541371158392,3.276296878236908,11.75,2.463853240590168
53,LP001179,0,1,2,0,4616,0.0,1.0,2,0,1,134.0,360.0,8.437283808187935,0.0,4.897839799950911,4616.0,8.437283808187935,0.02902946273830156,4,1154.0,0.37222222222222223,8.063739649528212e-05,-9.425548039687179,0.11611785095320624,4.754605631865004,3.2055555555555553,1.1648854156178892
54,LP001186,0,1,2,1,11500,0.0,0.0,1,0,0,286.0,360.0,9.350102314351341,0.0,5.655991810819852,11500.0,9.350102314351341,0.024869565217391306,3,3833.3333333333335,0.7944444444444444,6.908212560386473e-05,-9.580214534981645,0.07460869565217391,4.312257064118758,10.648148148148147,2.365385994233076
55,LP001194,1,1,1,0,2708,1167.0,1.0,2,0,1,97.0,360.0,7.903965634032166,7.062191632286556,4.574710978503383,3875.0,8.262300941787448,0.02503225806451613,4,968.75,0.26944444444444443,6.953405017921147e-05,-9.57369399473422,0.10012903225806452,4.6064596768179635,2.690972222222222,0.989902549217401
56,LP001195,1,1,1,0,2132,1591.0,1.0,0,0,1,96.0,360.0,7.664815785285735,7.372118028337787,4.564348191467836,3723.0,8.222285073872717,0.0257856567284448,2,1861.5,0.26666666666666666,7.162682424568e-05,-9.544040913855037,0.0515713134568896,3.9429655771372016,5.170833333333333,1.643033861862616
57,LP001197,0,1,0,0,3366,2200.0,1.0,0,0,1,135.0,360.0,8.121480374750751,7.696212639346407,4.90527477843843,5566.0,8.624431942085836,0.024254401724757457,2,2783.0,0.375,6.737333812432626e-05,-9.605261195097562,0.048508803449514915,3.881745295894676,7.730555555555555,2.045180730075735
58,LP001198,1,1,2,0,8080,2250.0,1.0,1,0,1,180.0,360.0,8.997147151515142,7.718685495198466,5.19295685089021,10330.0,9.242807562113684,0.017424975798644726,3,3443.3333333333335,0.5,4.84027105517909e-05,-9.93595474267363,0.05227492739593417,3.9565168564267728,9.564814814814815,2.2580912419954187
59,LP001199,1,1,2,0,3357,2859.0,1.0,2,1,1,144.0,360.0,8.118802996980035,7.958227192322312,4.969813299576001,6216.0,8.734881892047483,0.023166023166023165,4,1554.0,0.4,6.435006435006436e-05,-9.651172623921639,0.09266409266409266,4.528981047630545,4.316666666666667,1.4624834994774372
60,LP001205,1,1,2,0,2500,3796.0,1.0,0,0,1,120.0,360.0,7.824046010856292,8.241703159729818,4.787491742782046,6296.0,8.74766979009724,0.01905972045743329,2,3148.0,0.3333333333333333,5.2943667937314695e-05,-9.846282078765348,0.03811944091486658,3.640724412226889,8.744444444444444,2.168418578087138
61,LP001206,1,1,2,0,3029,0.0,1.0,3,0,1,99.0,360.0,8.015987811027237,0.0,4.59511985013459,3029.0,8.015987811027237,0.03268405414328161,5,605.8,0.275,9.078903928689337e-05,-9.306971992342802,0.16342027071640808,5.096325230523591,1.6827777777777777,0.5204458671429812
62,LP001207,0,1,0,1,2609,3449.0,0.0,0,1,1,165.0,180.0,7.866722285136729,8.145839612936841,5.10594547390058,6058.0,8.709134991587183,0.02723671178606801,2,3029.0,0.9166666666666666,0.0001513150654781556,-8.796146368576812,0.05447342357213602,3.99771294185548,16.827777777777776,2.823030960137027
63,LP001213,0,1,0,0,4945,0.0,0.0,1,0,1,126.0,360.0,8.506132244056813,0.0,4.836281906951478,4945.0,8.506132244056813,0.025480283114256826,3,1648.3333333333333,0.35,7.077856420626895e-05,-9.55595436855549,0.07644084934277048,4.336517230544913,4.578703703703703,1.521415923938547
64,LP001222,0,0,1,0,4166,0.0,0.0,0,0,0,116.0,360.0,8.334711621820917,0.0,4.7535901911063645,4166.0,8.334711621820917,0.02784445511281805,1,4166.0,0.32222222222222224,7.734570864671681e-05,-9.467225462164707,0.02784445511281805,3.3266338482675843,11.572222222222223,2.4486075903707616
65,LP001225,0,1,1,0,5726,4595.0,1.0,0,0,1,258.0,360.0,8.65277248565806,8.432724034789787,5.552959584921617,10321.0,9.241935933565934,0.024997577754093597,2,5160.5,0.7166666666666667,6.943771598359332e-05,-9.575080380094471,0.04999515550818719,3.9119261108977668,14.334722222222222,2.6626847215558325
66,LP001228,0,0,2,0,3200,2254.0,0.0,0,1,1,126.0,180.0,8.070906088787819,7.720461694599722,4.836281906951478,5454.0,8.604104563405533,0.0231023102310231,2,2727.0,0.7,0.00012834616795012833,-8.960779507344267,0.0462046204620462,3.8330798030880264,15.15,2.7180005319553784
67,LP001233,1,1,2,0,10750,0.0,1.0,1,0,1,312.0,360.0,9.28266103355581,0.0,5.7430031878094825,10750.0,9.28266103355581,0.02902325581395349,3,3583.3333333333335,0.8666666666666667,8.062015503875969e-05,-9.425761877196482,0.08706976744186046,4.4667097219039205,9.953703703703704,2.2979447134375435
68,LP001238,1,1,2,1,7100,0.0,1.0,3,1,1,125.0,60.0,8.867850063029406,0.0,4.8283137373023015,7100.0,8.867850063029406,0.017605633802816902,5,1420.0,2.0833333333333335,0.00029342723004694836,-8.133880887949207,0.0880281690140845,4.477656865689132,23.66666666666667,3.164067588373206
69,LP001241,0,0,1,0,4300,0.0,0.0,0,0,0,136.0,360.0,8.366370301681654,0.0,4.912654885736052,4300.0,8.366370301681654,0.03162790697674418,1,4300.0,0.37777777777777777,8.785529715762273e-05,-9.339819447395758,0.03162790697674418,3.454039863036535,11.944444444444445,2.480266270231498
70,LP001243,1,1,2,0,3208,3066.0,1.0,0,0,1,172.0,360.0,8.073402968986406,8.028129059431759,5.147494476813453,6274.0,8.744169388750624,0.027414727446605038,2,3137.0,0.4777777777777778,7.615202068501399e-05,-9.482778943387325,0.054829454893210075,4.004227547604912,8.713888888888889,2.1649181767405223
71,LP001245,1,1,1,1,1875,1875.0,1.0,2,1,1,97.0,360.0,7.536363938404511,7.536363938404511,4.574710978503383,3750.0,8.229511118964457,0.025866666666666666,4,937.5,0.26944444444444443,7.185185185185185e-05,-9.54090417191123,0.10346666666666667,4.639249499640954,2.6041666666666665,0.9571127263944101
72,LP001248,1,0,1,0,3500,0.0,1.0,0,0,1,81.0,300.0,8.160518247477505,0.0,4.394449154672439,3500.0,8.160518247477505,0.023142857142857142,1,3500.0,0.27,7.714285714285715e-05,-9.469851567461268,0.023142857142857142,3.1416861861770706,11.666666666666668,2.456735772821304
73,LP001250,0,1,1,0,4755,0.0,0.0,3,1,1,95.0,342.2018730489074,8.46695197497949,0.0,4.553876891600541,4755.0,8.46695197497949,0.019978969505783387,5,951.0,0.27761391003965263,5.838357729540539e-05,-9.748475918372348,0.09989484752891693,4.604118108037287,2.779061352081154,1.0221132275519924
74,LP001253,1,1,1,1,5266,1774.0,1.0,3,0,1,187.0,360.0,8.569026340056254,7.480992162869525,5.231108616854587,7040.0,8.859363449152088,0.0265625,5,1408.0,0.5194444444444445,7.378472222222222e-05,-9.514358863747658,0.1328125,4.888938359118736,3.9111111111111114,1.3638215052678322
75,LP001255,0,0,2,0,3750,0.0,1.0,0,0,1,113.0,480.0,8.229511118964457,0.0,4.727387818712341,3750.0,8.229511118964457,0.030133333333333335,1,3750.0,0.23541666666666666,6.277777777777778e-05,-9.675909404154053,0.030133333333333335,3.405631978730021,7.812499999999999,2.05572501506252
76,LP001256,0,0,2,0,3750,4750.0,1.0,0,0,1,176.0,360.0,8.229511118964457,8.465899897028686,5.170483995038151,8500.0,9.047821442478408,0.020705882352941178,2,4250.0,0.4888888888888889,5.7516339869281044e-05,-9.763441478890412,0.041411764705882356,3.7235650121018264,11.805555555555554,2.468570230468307
77,LP001259,0,1,2,1,1000,3022.0,1.0,1,0,1,110.0,360.0,6.907755278982137,8.013674142832684,4.700480365792417,4022.0,8.299534570332597,0.02734957732471407,3,1340.6666666666667,0.3055555555555556,7.597104812420576e-05,-9.485158235990337,0.08204873197414221,4.407313363110066,3.7240740740740748,1.3148182502143322
78,LP001263,0,1,1,0,3167,4000.0,0.0,3,0,1,180.0,300.0,8.06054004653864,8.294049640102028,5.19295685089021,7167.0,8.877242435993919,0.025115110925073254,5,1433.4,0.6,8.371703641691084e-05,-9.38806805975991,0.12557555462536626,4.832907606312529,4.778,1.5640220489036176
79,LP001264,1,1,1,1,3333,2166.0,0.835920177383592,3,1,1,130.0,360.0,8.11162807830774,7.680637427560936,4.867534450455582,5499.0,8.612321536507814,0.02364066193853428,5,1099.8,0.3611111111111111,6.566850538481745e-05,-9.630891117502388,0.1182033096926714,4.772406105364005,3.0549999999999997,1.1167795926235586
80,LP001265,1,0,1,0,3846,0.0,1.0,0,0,0,111.0,360.0,8.254788926148725,0.0,4.709530201312334,3846.0,8.254788926148725,0.028861154446177848,1,3846.0,0.30833333333333335,8.016987346160514e-05,-9.431362756286546,0.028861154446177848,3.3624965541457463,10.683333333333334,2.3686848946985695
81,LP001266,1,1,1,1,2395,0.0,1.0,1,0,1,126.0,360.0,7.781138509845015,0.0,4.836281906951478,2395.0,7.781138509845015,0.05260960334029228,3,798.3333333333334,0.35,0.0001461377870563674,-8.830960634343693,0.15782881002087681,5.061510964756709,2.2175925925925926,0.7964221897267502
82,LP001267,0,1,2,0,1378,1881.0,1.0,2,0,0,167.0,360.0,7.228388451573604,7.53955882930103,5.117993812416755,3259.0,8.089175678837561,0.0512427124884934,4,814.75,0.4638888888888889,0.00014234086802359278,-8.857285897870963,0.2049708499539736,5.322867773681221,2.2631944444444447,0.8167772862675153
83,LP001273,0,1,1,0,6000,2250.0,0.835920177383592,0,0,1,265.0,360.0,8.699514748210191,7.718685495198466,5.579729825986222,8250.0,9.017968479328726,0.03212121212121212,2,4125.0,0.7361111111111112,8.922558922558923e-05,-9.32434268479266,0.06424242424242424,4.1626638061995775,11.458333333333334,2.438717267318626
84,LP001275,1,1,2,0,3988,0.0,1.0,1,0,1,50.0,240.0,8.291045131081729,0.0,3.912023005428146,3988.0,8.291045131081729,0.012537612838515547,3,1329.3333333333333,0.20833333333333334,5.224005349381478e-05,-9.859661048995575,0.03761283851554664,3.6273454419966638,5.538888888888889,1.711793919071628
85,LP001279,1,0,1,0,2366,2531.0,1.0,0,0,1,136.0,360.0,7.768956044538332,7.836369760545124,4.912654885736052,4897.0,8.496378051702317,0.027772105370635083,2,2448.5,0.37777777777777777,7.714473714065301e-05,-9.469827197416421,0.05554421074127017,4.0171792935758175,6.801388888888889,1.9171268396922163
86,LP001280,1,1,1,0,3333,2000.0,0.835920177383592,2,1,1,99.0,360.0,8.11162807830774,7.600902459542082,4.59511985013459,5333.0,8.581669210600602,0.0185636602287643,4,1333.25,0.275,5.1565722857678607e-05,-9.872653391916169,0.0742546409150572,4.307500279636016,3.7034722222222225,1.309270818030556
